Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Curacao,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70502234.64,69702234.64,-1508379.888,69296089.39,146435754.2,133083798.9,172681564.2,123825577.8,58857101.25,
Cayman Islands,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,1830000,2540000,41010000,25720000,75110000,56550000,19560000,97120000,19930000,17520000,668240000,453980000,14280000,104740000,22430000,79460000,49040000,-8540000,27490000,459760000,467070000,50310000,1231710000,3150870000,4354110000,6475830000,9358723000,2133108000,2802975000,2602570000,3703461000,9506484000,24820937000,28210535000,19555735000,20298045000,10568946000,16716537000,9889386000,68000092000,49833203000,80257843415,2684234739,3609446382,16770828215,34689770001,
Cyprus,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20200000,29600000,36400000,37200000,32400000,18100000,32399852.81,41409229.36,57026191.23,70533030.88,84973393.79,78304678.27,71520842.97,68357791.44,52686514.25,57954233.56,46319251.91,51964617.64,62147895.56,69749822.21,126615461.4,81820990.74,107441112.7,83432989.4,75174068.6,243136818.6,233749453.8,546519214.6,345398143.2,813054280.1,854874285.7,944742874,1103449726,908147518,1118841809,1161973511,1871897927,2294635571,12297296307,64632059145,31031904287,40445860585,69972767554,25966316071,51738978689,28960532080,8508203489,18360048657,5206751664,23840776171,
Czech Republic,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654278424.7,878231739.7,2567564642,1435279128,1286492873,3700169388,6312596676,4987079129,5640707236,8496609036,2021275746,6423465151,13730164683,7132002408,13815656004,8815393022,5271613702,10167834375,4188736491,9433199805,7357578653,8088661930,1699914617,10850612308,11234740946,8324668391,9332858121,
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,1103338755,1897270696,2102302343,2176992344,690496822.9,1321369938,949983808.6,1603458933,1732552304,-186573401.2,-415839559.6,468263695.1,997855446.9,590664407,531108429,1192024600,1620170657,-1508574621,5173426485,2556702846,4741534934,-2137728434,479814189.3,7517248751,12041505213,15591797829,18638443894,29526509277,86035665071,2.48007E+11,56948542387,51268214891,65401516009,-20408419557,59835195025,87444159239,50847183837,30954735498,56701916795,86037502102,97535403953,65443087632,67199694459,19488312315,62422464519,64707795193,1.18226E+11,1.67956E+11,72211216446,
Djibouti,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,400000,30000,160000,-30000,1980000,700000,170000,220000,20000,-60000,-50000,220000,230000,1230000,420000,600000,-130000,60000,2290106.403,2290106.403,1423579.656,1423579.656,3218527.917,3263542.294,3100365.179,3173513.541,3212901.12,3286049.482,3392958.626,3432346.206,14224542.96,38543559.85,22203341.19,108287709.4,195351140.3,227654582.2,96859684.56,36501032.52,79000230.7,109998255.7,286004467.7,152998382.3,143849876.2,159998874.6,164933603.4,170003376.1,181913000,
Dominica,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,0,80000,0,0,0,4800000,200000,200000,2300000,3000000,5185185.185,13518518.52,11925925.93,17196296.3,12888888.89,15222222.22,20411111.11,13200000,22600000,54092592.59,17800000,21114814.81,6511111.111,17955555.56,17596296.3,17115925.93,20110637.04,31472140.74,26173948.15,19235559.26,25907525.93,40486774.81,56548262.96,42420685.56,24341705.19,14192972.59,23152398.15,17915757.41,14324196.14,11051185.73,41156158.64,24103787.49,13286694.99,32551851.85,
Denmark,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,104000000,125000000,164000000,212000000,240000000,266942015.5,-190295662.8,75799728.5,89464875.42,223893245.4,104119701,99454249.9,133850097.3,60130799.99,-15356842.12,111103417.6,163266341.1,84660817.12,503338112.9,1089565260,1132146350,1552515351,1017385349,1712766178,5006178362,4139423320,773444115.8,2791671359,6674661469,16847919226,36013297907,9286404806,4430703179,1184825160,-8804165491,12847031342,2385249288,11809448518,2191215666,3771059440,-11767861925,13558894634,-16349825685,680338945.9,6577348987,1850770715,7804020827,3376912367,1166205135,-7837367041,
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,71600000,65000000,43500000,34500000,53600000,63900000,60000000,71500000,63600000,17100000,92700000,79700000,-1400000,48200000,68500000,36200000,50000000,89000000,106100000,110000000,132800000,145000000,179700000,190700000,208100000,417400000,134200000,408700000,668900000,1344900000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597900000,2744500000,2824500000,
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,80120000,600000,41490000,51000000,358000000,119000000,187000000,178452646.8,135152172.3,25692486.04,348669038.1,13207259.36,-53569192.64,417641.1628,802668.8741,397788.2971,5316528.378,3711537.9,13018265.02,12091646.8,334914.5642,11638686.45,30000000,1000,1000,1000,270000000,260000000,606600000,291600000,280100000,1113105541,1064960000,637880000,881850000,1156000000,1841000000,1686736540,2638607034,2746930734,2300369124,2571237025,1500402453,1691886708,1502206171,-537792920.9,1638263954,1200965280,1466082167,1381890090,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417482884.6,514955384.6,533905576.9,1023388712,1164907901,1873082206,1404340315,1001681449,1135772960,924555969,1376936767,2273131440,2402953612,2818960513,2837398519,2948205676,3115986509,3923247338,6738630060,8352613405,10393604609,13160472721,21338552435,38808080566,45466426630,50702487672,58558959983,63348869787,59527663477,53026891035,48081364806,52301946574,63363988915,68417272113,83280329131,1.2927E+11,1.52512E+11,1.93554E+11,2.11782E+11,1.5605E+11,2.98448E+11,3.37197E+11,3.04681E+11,3.61756E+11,3.29632E+11,3.06203E+11,2.19578E+11,2.39161E+11,3.11029E+11,2.28142E+11,
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1914402866,1808573667,1117654875,1654247189,-1153401255,5340130964,1366345486,2294355143,3339114290,1990379983,397730711.3,12754228753,14991603285,8922933501,8873070127,5701590832,6451387070,3547341590,8503024878,8275108510,11467360412,15783449697,17281763492,18195006271,29768906884,33499041126,41162199116,58082008244,51007976068,60996601071,51281457693,59935105972,51165203651,43032709551,63506711960,1.11596E+11,1.53197E+11,1.96411E+11,2.38115E+11,1.69967E+11,1.7699E+11,1.94335E+11,1.83557E+11,2.14637E+11,1.88045E+11,2.17676E+11,1.98048E+11,2.11017E+11,2.24521E+11,2.17893E+11,
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1906973498,2243066837,2650359016,2014579663,3526963191,3396363572,3451096413,3025173436,4079689977,4786996830,5994729554,9003513279,8478001554,9088217944,6373890831,7345292504,13716528643,21165629534,25777793320,23719766551,33598234784,27432868643,38085202472,59909171767,72330550087,89651923009,94205553535,1.09179E+11,98138366521,1.29582E+11,1.75124E+11,1.2748E+11,1.12947E+11,1.26701E+11,1.98738E+11,1.89046E+11,2.88014E+11,3.96067E+11,3.87381E+11,2.87566E+11,4.97024E+11,5.60732E+11,5.16809E+11,5.90799E+11,6.31328E+11,6.17513E+11,5.33363E+11,5.5397E+11,6.09268E+11,4.93719E+11,
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,719000000,865900000,2410900000,3636582000,2584916000,5103880000,6206025000,10398188000,8536401002,8744461182,7972453105,12882292447,12267823241,21409953083,36935783727,47582457922,89003120506,1.3478E+11,1.53182E+11,86926409270,85115853506,1.18915E+11,1.04445E+11,1.1503E+11,63258612920,53087054232,86456452808,66375914213,42733458226,68600987784,
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4502468281,6020436971,6617541588,9854035954,12799281521,10273246607,8273499392,12618809030,13854628516,17607056303,21045826582,16467838715,14710452956,15791206135,9970429000,16898716858,26309092187,39545607089,63615738469,80206314909,1.13097E+11,91204130712,89417536308,95534155698,1.00587E+11,1.50819E+11,1.56968E+11,1.90853E+11,3.54783E+11,6.1016E+11,8.55767E+11,4.56504E+11,4.15191E+11,3.89462E+11,4.41904E+11,1.02117E+12,1.2857E+12,1.88625E+12,1.25095E+12,6.61416E+11,7.49636E+11,1.07252E+12,8.32462E+11,7.51816E+11,5.85681E+11,1.06421E+12,1.28065E+12,9.02163E+11,-1.19909E+11,3.25662E+11,
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,88600000,162100000,80800000,52300000,76800000,95300000,-19900000,34500000,48600000,63400000,70000000,60000000,40000000,50000000,50000000,62000000,81000000,123000000,155000000,160000000,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,193872526.9,1057404020,308629890.1,165893320.4,646084358.7,567417300.9,727081206.3,772389946.1,1322701337,756143868.1,624561412.3,1455972145,937624269.5,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,680000,2310000,30000,700000,130000,8000000,61000000,104777603.4,318166137.2,1216285716,548285715.1,752571429.6,293571429,490000000.7,729142857.6,1177571429,1217428571,947714285.7,1190000000,1250181818,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7408700000,8141300000,9010100000,
Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2687319466,3892857217,5017927466,6553991932,7696387691,6247329415,5074944909,7248983512,9372703585,10307935885,10484468783,9512933191,8274369140,9337466557,9314912358,9960639373,13220773735,23114251788,33951312060,45551979409,60745451146,55020865056,60351966847,59194428865,56543235732,79799726662,93626163769,90990870778,1.73217E+11,3.52402E+11,5.55032E+11,3.20365E+11,2.53271E+11,2.68978E+11,2.70118E+11,6.32977E+11,8.17911E+11,1.28146E+12,6.57122E+11,4.38151E+11,5.36184E+11,8.18246E+11,5.66198E+11,5.96136E+11,3.83405E+11,7.42619E+11,6.04724E+11,5.04214E+11,-36171349210,1.63923E+11,
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36669547.22,40797036.65,45493.27759,83222100,27870106.71,12131626.5,22766165.86,24999786.56,24103664.84,1431553.832,15375609.76,7206504.065,39000000,91000000,91000000,39000000,41358000,43859000,46511000,49323000,52305000,55468000,61015000,67116000,
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,222000000,202000000,268000000,390000000,358000000,682635310.6,477622019.9,607674770,1178156262,1396810449,1492697190,1706766879,1782685066,1622388936,1771829760,1967804468,3450598177,4570700793,7020568174,8428379549,13983611812,12492782829,13275723087,10808165173,8772628137,8281607345,9801379213,9433660065,15714658309,19628574140,40509751188,28909416991,39359708554,30744905691,25268192651,27007774843,32927841460,68229666915,74088629877,9549813317,36609340306,26832032515,20848479096,47373243839,32943256863,23037070821,44253339408,24978595613,49074301841,11431907234,
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82271988.64,168371544.6,218447607.2,206807479.4,165850731.4,274049611.9,595587942.5,325892789.4,416214286.8,592889580.2,338234260.4,1038244664,1086893435,3057558405,1758167636,3033145920,1977264597,1866296947,2592255115,1119148299,1787341527,1097942107,1781648554,-715465129.9,925762256.7,1727022619,1212525210,2962634486,
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,5845410.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,3500000,17210000,14140000,21930000,288490000,260670000,69980000,134640000,349400000,255000000,465000000,545100000,265111675.5,545257102.2,222000573,108537544,221459581.4,288271568.3,628624806,278562822.2,1343876024,1855052154,2626517918,4142937496,4017159565,3360419369,2516228020,
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2899569469,4101957484,5247233596,6849955525,8012974186,6594486585,4895513547,7411236947,9556880497,10674298740,10849499997,9811504830,8777233646,9639295533,9617570869,10479696703,14482696248,23850125598,36143075340,48464549240,64506841224,64773304817,63652598900,69609296421,72276351556,1.10527E+11,1.0998E+11,1.16731E+11,2.20144E+11,4.5258E+11,6.33987E+11,3.66253E+11,2.95344E+11,2.93508E+11,3.13828E+11,7.31279E+11,9.1186E+11,1.47751E+12,8.28461E+11,4.78991E+11,5.39436E+11,8.77922E+11,5.88029E+11,6.0948E+11,4.3043E+11,7.72772E+11,7.3517E+11,5.53252E+11,-67138451037,2.47425E+11,
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,745910000,662290000,287819985,418915000,155478874.8,616213580.8,166191247.1,279501248.8,17211965.87,221339053.6,-1256136626,648878624.9,596061698.2,360568074.6,354513087.8,1228520713,122506151.4,849471711.4,1106491009,3051862630,1614671614,3535224694,2817590663,3311321504,3494921417,2578615373,3811929726,9833558835,8156200684,6751166327,8748833607,8334127308,7577660417,12075516285,10184060855,15940410612,17672714506,29600521668,33219593556,27243728718,31328088094,36858772885,39154649968,29116971049,15379119897,21147675798,14985287414,19346761653,18397735256,17167816419,
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,18000000,25000000,37000000,13000000,35000000,68270104.62,57984170.91,48060229.2,33797154.83,27528009.75,27949721.28,99646702.73,910574.1328,84470656.84,136184676.1,112511585.5,405308277.3,273394061.1,531741374.9,490175830.8,812172838.2,-232904201.9,396369713.7,863526070.9,277840045,1450710446,752969481.7,2454075989,12514915951,7797795099,13502068645,3224710300,8094575465,5965369887,6777097342,10867806671,4638725790,21979356205,19406664159,-8825823234,12221008932,-6008001205,4931090895,-4940676481,17249501282,16849216580,4877520442,17148057242,-10591740313,8854309516,
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,6400000,6500000,8500000,15700000,14300000,14100000,7330000,17100000,12190000,10170587.69,36334087.82,36249750.06,36827764.64,31946263.97,23314315.29,21672150.93,8032725.264,16159396.5,31602682.5,30606741.57,-30386755.88,-40188200.05,37791314.98,-3243015.356,-31281482.11,-22683100.26,-72186987.81,-60193603.13,20334035.18,-147083835.8,591375.1146,41301896.35,30672578.33,40310494.54,250597673.1,172951928.7,583975309.3,464230334.1,679220489.3,308373711,178091735.6,217158525.7,277313672,243782754,377869372.3,205373209.1,391619655.4,387602565.3,468861002.9,322557661.4,
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,621212781.7,525655900.1,656666980.5,1125479247,1846644388,1563849883,977422843.6,1896159372,2471468400,2588309413,3282773278,2469631625,1585298782,1725670869,2397989219,2595492780,3255870956,5139716802,8489906284,10303924629,13183285335,15152742090,21839501253,20754044036,15797125295,23736300874,21971888803,23047924755,29518429032,45971216472,41389082665,50142053919,51550483854,42350800678,35608535813,85137061931,78957053786,83777598395,67997446905,18422928062,38889439213,44205811127,32944663318,31589283791,5804878133,42825414106,32803666729,35868111746,71599682377,51038713851,
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20209300,,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-700000,15700000,17400000,15900000,79600000,166900000,38700000,34900000,56546282.41,55048465.05,31522217.03,54575942.02,131738211.4,111844131.9,8124375.431,15091384.25,110249347.8,89806044.84,132550733.9,-30532121,73457901.59,-54589233.79,126940086.2,-113715590.7,-99602904,-195496960.3,-285112515.1,-114712203.8,132605754.2,89452781.63,278061232,-100615451,1160708.31,99666154.02,313970792,326161877.9,267805000,654808577.2,693511289,635674956.8,523939106.2,1123536919,677327365.5,324032442.4,1263109047,41707702.33,1243660160,1314029330,1379070811,1553136883,
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1487998812,1771224349,1207963191,2722732320,4373743380,3318535790,3006207709,4426545754,3787370849,6469481160,10122844316,5879375698,5413259759,5178781726,-347322544.8,5476472897,8569621722,13074923702,26430921298,27108240789,41363405439,23244186242,23011210834,19686257927,19561337402,29129258041,32412668835,51311836384,1.09818E+11,1.29892E+11,1.6413E+11,56090924809,89760582753,36011240473,87059621382,2.52653E+11,2.03636E+11,2.09515E+11,2.53454E+11,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122,3.24813E+11,1.21255E+11,81158909779,20696989466,
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,,,242500000,265300000,82300000,131466678.3,109871635.5,160398660.5,334891041.6,492732940,453107292,1171394522,1892093991,1602232456,660800885.3,920915812.7,1170087550,968196197.6,1046562195,1836879043,1735285392,1656154174,1902468437,1218652826,1268912420,
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,67800000,30600000,11500000,14400000,14270000,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444,3192320531,3485333369,3254990000,2989035000,2318800000,
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,-4192000,4051000,12211000,57186000,42108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,780000,1450000,870000,-700000,-1830000,630000,-520000,560000,-1310000,-400000,380000,700000,1110000,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,30000000,78966000,97900000,105000000,125000000,385900000,381880000,91030000,101350000,956060000,605560000,190000,-73758603.66,53272458.42,1618447260,577590000,352760000,44400000,
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,1700000,1700000,1400000,1200000,100000,900000,-560000,2104763.226,12364861.6,280000,2009878.342,270000,-400000,-1700000,-500000,-1990000,1525217.664,1177623.969,13713834.32,14120000,9270433.339,6323269.186,10741221.68,9716366.67,7729249.072,10655113.98,11666476.04,23700000,49480000,43520000,35480000,42827000,18272720.34,55526319.44,53650280.02,82208102.59,78094820.96,70792382.32,39447343.71,37140887.81,36077136.08,41183457.77,68340322.38,23014092.04,-1692732.888,-1132320.07,5445631.489,32957945.27,32266071.55,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-130000,,40000,,230000,,,0,0,2290000,1440000,820000,120000,680000,470000,2020000,2090000,5830000,3300000,430000,40000,1030000,11479108.88,4407138.208,730876.6134,702270.8631,395613.5963,3545253.689,4005503.687,1915633.352,8692468.09,17887123.56,18770117.49,6630074.028,18890200,26240200,25024047.39,6624917.193,19639703.8,28852727.69,18575499.45,14221700,15652439.96,20553776.35,30612874.13,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2170000,2440000,5630000,1680000,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,53451528.18,274768116.7,154296173.9,154499589.9,940741215.7,323391507.5,689779766,340914468.5,769146185.2,469506014.6,1242731087,-793872332.8,1636219625,2734000000,1975000000,985256411.5,582948701.9,167875182.6,233325072.8,53998812.9,304827249.5,396077778.6,452287114.4,
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,71200000,82701091.42,-8195469.288,2001266.562,34180546.54,1408086699,2147927927,688484256.6,5411403362,1957124444,5733447473,2766296835,532926980.5,1092191388,1662090330,2945271845,2697339246,1268938506,2698544612,3439131880,4025447789,4611617008,
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-100000,1400000,0,0,0,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,37407407.41,58748148.15,54488888.89,89166666.67,65014333.33,70157129.63,89787148.15,156554796.7,134832583.3,102556363,60420861.11,42648183.7,31489862.96,74688413.33,103996038.7,153325880.4,113533411.2,138812161.5,153748019.8,131044444.4,
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,29400000,28600000,15900000,34800000,47400000,80000000,12500000,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,631400000,1346300000,924600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,731386670,499821250,1102460180,876760590,1399819890,1522143500,1407555280,1203355080,845786560,998344470,935617740,966759860,
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9000000,-2440000,2500000,8200000,1360000,800000,5010000,-1764705.883,4020000,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4350000,2100000,-2060000,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,162654036.4,327343651.2,1180405596,1713333086,
High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9284165075,10894920620,12432681668,15595884875,18944519015,19636046469,15676264350,22209462842,27302335365,34560242624,45896371207,57349006654,54585129645,43857333330,50655320252,33456266708,72296896322,1.28353E+11,1.47695E+11,1.79605E+11,2.18696E+11,1.45544E+11,1.44059E+11,1.72698E+11,1.98141E+11,2.71696E+11,3.04949E+11,3.84598E+11,6.48757E+11,1.04762E+12,1.42414E+12,7.35417E+11,6.02751E+11,5.78917E+11,8.00658E+11,1.27012E+12,1.8253E+12,2.59942E+12,1.86321E+12,1.024E+12,1.30433E+12,1.63523E+12,1.40653E+12,1.46637E+12,1.31046E+12,2.06038E+12,2.13186E+12,1.65882E+12,5.79554E+11,1.0796E+12,
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49822078.06,59483393.58,110442097,271274584.7,153444422.9,377359617.9,255361829.8,273737273,477382649.1,648065890,710201409.4,2062785582,1236856768,1144127082,1287739696,-267220621,1888313590,6249829234,4978949480,2041094981,3275072298,1020860063,3887467096,6929625915,7827938821,6213362504,10460173705,11368147926,13939361336,25355410569,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.29847E+11,1.81047E+11,1.33259E+11,1.25717E+11,97036255479,53171228236,
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8400000,7400000,3000000,6600000,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592120092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,949955941.5,1442587576,955095298,
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,306794000,143210000,259054985,380330000,377841910.3,513134921.2,541019850.3,421326635,695217442.6,694128839.8,789971792.8,754371998.6,483790872.6,188085491.4,203002618.1,578010393.3,-15811821.85,553089685.8,619129808.5,919883279.3,708906380,355549390.8,588676345.3,1219407226,1186793903,1683486032,1897157226,3333085606,4053908680,4612014561,4053506920,4685371734,5891948333,6835601030,7421869792,8173539550,10332365706,14870964638,19424603898,15638981017,23821144682,28516094001,32556215105,35211989129,29582141486,29872505374,24572563153,29280087150,29361925496,23819691191,
